Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2022-01-01T05:00:00Z,TWO,5.84,754,Market On Open,Filled,4403.36, 
2022-01-01T05:00:00Z,CLNC,10.35,268,Market On Open,Filled,2773.8, 
2022-01-01T05:00:00Z,INTL,61.53,47,Market On Open,Filled,2891.91, 
2022-01-01T05:00:00Z,BSIG,25.83,697,Market On Open,Filled,18003.51, 
2022-01-01T05:00:00Z,BZH,23.32,68,Market On Open,Filled,1585.76, 
2022-01-01T05:00:00Z,FBRT,14.92,279,Market On Open,Filled,4162.68, 
2022-01-01T05:00:00Z,TPC,12.43,340,Market On Open,Filled,4226.2, 
2022-01-01T05:00:00Z,CYD,14.92,48,Market On Open,Filled,716.16, 
2022-01-01T05:00:00Z,OPY,46.7,96,Market On Open,Filled,4483.2, 
2022-01-01T05:00:00Z,FPH,6.59,177,Market On Open,Filled,1166.43, 
2022-01-01T05:00:00Z,OCN,40.11,446,Market On Open,Filled,17889.06, 
2022-01-01T05:00:00Z,LSEA,7.39,626,Market On Open,Filled,4626.14, 
2022-02-01T05:00:00Z,HE,42.42,-135,Market On Open,Filled,-5726.7, 
2022-02-01T05:00:00Z,TMHC,30.68,409,Market On Open,Filled,12548.12, 
2022-02-01T05:00:00Z,PFSI,62.49,-55,Market On Open,Filled,-3436.95, 
2022-02-01T05:00:00Z,ADS,68.83,-87,Market On Open,Filled,-5988.21, 
2022-02-01T05:00:00Z,TWO,5.73,-909,Market On Open,Filled,-5208.57, 
2022-02-01T05:00:00Z,MHO,53.59,237,Market On Open,Filled,12700.83, 
2022-02-01T05:00:00Z,INTL,65.19,-100,Market On Open,Filled,-6519, 
2022-02-01T05:00:00Z,CLNC,9.38,-402,Market On Open,Filled,-3770.76, 
2022-02-01T05:00:00Z,BSIG,21.58,-115,Market On Open,Filled,-2481.7, 
2022-02-01T05:00:00Z,VHI,26.58,473,Market On Open,Filled,12572.34, 
2022-02-01T05:00:00Z,HOV,96.8,129,Market On Open,Filled,12487.2, 
2022-02-01T05:00:00Z,TPC,11.97,-387,Market On Open,Filled,-4632.39, 
2022-02-01T05:00:00Z,FBRT,13.49,-262,Market On Open,Filled,-3534.38, 
2022-02-01T05:00:00Z,BZH,18.28,-80,Market On Open,Filled,-1462.4, 
2022-02-01T05:00:00Z,CYD,13.89,-284,Market On Open,Filled,-3944.76, 
2022-02-01T05:00:00Z,OPY,42.52,-88,Market On Open,Filled,-3741.76, 
2022-02-01T05:00:00Z,FPH,5.84,-560,Market On Open,Filled,-3270.4, 
2022-02-01T05:00:00Z,OCN,36.7,-104,Market On Open,Filled,-3816.8, 
2022-02-01T05:00:00Z,LSEA,7.26,-711,Market On Open,Filled,-5161.86, 
2022-02-01T05:00:00Z,KODK,3.96,3196,Market On Open,Filled,12656.16, 
2022-03-01T05:00:00Z,LSEA,6.52,-1727,Market On Open,Filled,-11260.04,Liquidated 
2022-03-01T05:00:00Z,OCN,28.46,-342,Market On Open,Filled,-9733.32,Liquidated 
2022-03-01T05:00:00Z,BSIG,23.77,-582,Market On Open,Filled,-13834.14,Liquidated 
2022-03-01T05:00:00Z,KODK,4.73,-3196,Market On Open,Filled,-15117.08,Liquidated 
2022-03-01T05:00:00Z,PFSI,57.4,10,Market On Open,Filled,574, 
2022-03-01T05:00:00Z,PRAA,43.66,271,Market On Open,Filled,11831.86, 
2022-03-01T05:00:00Z,TWO,5.04,213,Market On Open,Filled,1073.52, 
2022-03-01T05:00:00Z,INTL,75.45,-31,Market On Open,Filled,-2338.95, 
2022-03-01T05:00:00Z,ENVA,40.3,297,Market On Open,Filled,11969.1, 
2022-03-01T05:00:00Z,VRM,4.51,1995,Market On Open,Filled,8997.45, 
2022-03-01T05:00:00Z,OPY,43.17,-16,Market On Open,Filled,-690.72, 
2022-03-01T05:00:00Z,BZH,16.23,53,Market On Open,Filled,860.19, 
2022-03-01T05:00:00Z,CYD,12.13,68,Market On Open,Filled,824.84, 
2022-03-01T05:00:00Z,TPC,9.7,183,Market On Open,Filled,1775.1, 
2022-03-01T05:00:00Z,KOD,8.6,1404,Market On Open,Filled,12074.4, 
2022-03-01T05:00:00Z,FPH,5.86,-120,Market On Open,Filled,-703.2, 
2022-04-01T04:00:00Z,HOV,59.96,-129,Market On Open,Filled,-7734.84,Liquidated 
2022-04-01T04:00:00Z,VRM,2.68,-1995,Market On Open,Filled,-5346.6,Liquidated 
2022-04-01T04:00:00Z,VHI,29.16,-473,Market On Open,Filled,-13792.68,Liquidated 
2022-04-01T04:00:00Z,KOD,7.85,-1404,Market On Open,Filled,-11021.4,Liquidated 
2022-04-01T04:00:00Z,FPH,6.11,-2049,Market On Open,Filled,-12519.39,Liquidated 
2022-04-01T04:00:00Z,PRAA,45.33,-271,Market On Open,Filled,-12284.43,Liquidated 
2022-04-01T04:00:00Z,HE,42.34,-21,Market On Open,Filled,-889.14, 
2022-04-01T04:00:00Z,TMHC,27.44,18,Market On Open,Filled,493.92, 
2022-04-01T04:00:00Z,KBH,32.82,359,Market On Open,Filled,11782.38, 
2022-04-01T04:00:00Z,ADS,56.84,26,Market On Open,Filled,1477.84, 
2022-04-01T04:00:00Z,MDC,38.19,307,Market On Open,Filled,11724.33, 
2022-04-01T04:00:00Z,TPH,20.27,579,Market On Open,Filled,11736.33, 
2022-04-01T04:00:00Z,TWO,5.36,-294,Market On Open,Filled,-1575.84, 
2022-04-01T04:00:00Z,CCS,54.24,217,Market On Open,Filled,11770.08, 
2022-04-01T04:00:00Z,MHO,44.74,25,Market On Open,Filled,1118.5, 
2022-04-01T04:00:00Z,CLNC,9.21,-80,Market On Open,Filled,-736.8, 
2022-04-01T04:00:00Z,CBL,33.55,353,Market On Open,Filled,11843.15, 
2022-04-01T04:00:00Z,FBRT,14,-100,Market On Open,Filled,-1400, 
2022-04-01T04:00:00Z,TPC,10.86,-162,Market On Open,Filled,-1759.32, 
2022-04-01T04:00:00Z,OPY,44.05,-14,Market On Open,Filled,-616.7, 
2022-04-01T04:00:00Z,CRMT,81.43,144,Market On Open,Filled,11725.92, 
2022-05-02T08:01:00Z,CYD,10.42,-980,Market On Open,Filled,-10211.6,Liquidated 
2022-05-02T08:01:00Z,OPY,32.29,-266,Market On Open,Filled,-8589.14,Liquidated 
2022-05-02T08:01:00Z,JEF,32.08,355,Market On Open,Filled,11388.4, 
2022-05-02T08:01:00Z,VIRT,28.79,378,Market On Open,Filled,10882.62, 
2022-05-02T08:01:00Z,KBH,33,-23,Market On Open,Filled,-759, 
2022-05-02T08:01:00Z,PFSI,48.54,15,Market On Open,Filled,728.1, 
2022-05-02T08:01:00Z,TPH,20.69,-51,Market On Open,Filled,-1055.19, 
2022-05-02T08:01:00Z,CCS,55.01,-10,Market On Open,Filled,-550.1, 
2022-05-02T08:01:00Z,TWO,4.87,168,Market On Open,Filled,818.16, 
2022-05-02T08:01:00Z,MHO,46.35,-16,Market On Open,Filled,-741.6, 
2022-05-02T08:01:00Z,CBL,28.3,19,Market On Open,Filled,537.7, 
2022-05-02T08:01:00Z,CRMT,84.59,-9,Market On Open,Filled,-761.31, 
2022-05-02T08:01:00Z,TPC,9.41,102,Market On Open,Filled,959.82, 
2022-06-01T04:00:00Z,VIRT,26.12,-378,Market On Open,Filled,-9873.36,Liquidated 
2022-06-01T04:00:00Z,CRMT,108.51,-135,Market On Open,Filled,-14648.85,Liquidated 
2022-06-01T04:00:00Z,TMHC,29.07,-29,Market On Open,Filled,-843.03, 
2022-06-01T04:00:00Z,PFSI,48.82,10,Market On Open,Filled,488.2, 
2022-06-01T04:00:00Z,TWO,5.37,-112,Market On Open,Filled,-601.44, 
2022-06-01T04:00:00Z,INTL,75.48,-7,Market On Open,Filled,-528.36, 
2022-06-01T04:00:00Z,FBRT,15.46,-88,Market On Open,Filled,-1360.48, 
2022-06-01T04:00:00Z,ENVA,31.82,68,Market On Open,Filled,2163.76, 
2022-06-01T04:00:00Z,CBL,28.32,36,Market On Open,Filled,1019.52, 
2022-06-01T04:00:00Z,CYH,5.2,2200,Market On Open,Filled,11440, 
2022-06-01T04:00:00Z,BZH,16.39,-30,Market On Open,Filled,-491.7, 
2022-06-01T04:00:00Z,CYD,10.76,1098,Market On Open,Filled,11814.48, 
2022-07-01T04:00:00Z,CYD,8.93,-1098,Market On Open,Filled,-9805.14,Liquidated 
2022-07-01T04:00:00Z,CYH,3.74,-2200,Market On Open,Filled,-8228,Liquidated 
2022-07-01T04:00:00Z,TPC,8.72,-1178,Market On Open,Filled,-10272.16,Liquidated 
2022-07-01T04:00:00Z,BZH,12.12,-711,Market On Open,Filled,-8617.32,Liquidated 
2022-07-01T04:00:00Z,HE,41.17,-35,Market On Open,Filled,-1440.95, 
2022-07-01T04:00:00Z,OPEN,4.71,2078,Market On Open,Filled,9787.38, 
2022-07-01T04:00:00Z,TMHC,23.5,21,Market On Open,Filled,493.5, 
2022-07-01T04:00:00Z,MTH,72.93,135,Market On Open,Filled,9845.55, 
2022-07-01T04:00:00Z,PFSI,43.66,-12,Market On Open,Filled,-523.92, 
2022-07-01T04:00:00Z,ADS,37,57,Market On Open,Filled,2109, 
2022-07-01T04:00:00Z,TPH,16.85,52,Market On Open,Filled,876.2, 
2022-07-01T04:00:00Z,TWO,4.76,-194,Market On Open,Filled,-923.44, 
2022-07-01T04:00:00Z,INTL,77.4,-28,Market On Open,Filled,-2167.2, 
2022-07-01T04:00:00Z,CCS,44.79,10,Market On Open,Filled,447.9, 
2022-07-01T04:00:00Z,PRAA,36.3,269,Market On Open,Filled,9764.7, 
2022-07-01T04:00:00Z,ENVA,28.46,-26,Market On Open,Filled,-739.96, 
2022-07-01T04:00:00Z,ASTL,8.95,1090,Market On Open,Filled,9755.5, 
2022-08-01T08:01:00Z,MTH,86.88,-135,Market On Open,Filled,-11728.8,Liquidated 
2022-08-01T08:01:00Z,PRAA,39.65,-269,Market On Open,Filled,-10665.85,Liquidated 
2022-08-01T08:01:00Z,HE,42.55,24,Market On Open,Filled,1021.2, 
2022-08-01T08:01:00Z,TMHC,28.33,-30,Market On Open,Filled,-849.9, 
2022-08-01T08:01:00Z,OPEN,4.69,195,Market On Open,Filled,914.55, 
2022-08-01T08:01:00Z,PFSI,54.78,-20,Market On Open,Filled,-1095.6, 
2022-08-01T08:01:00Z,VIRT,23.32,478,Market On Open,Filled,11146.96, 
2022-08-01T08:01:00Z,ADS,38.82,17,Market On Open,Filled,659.94, 
2022-08-01T08:01:00Z,TWO,5.36,110,Market On Open,Filled,589.6, 
2022-08-01T08:01:00Z,ENVA,33.29,-16,Market On Open,Filled,-532.64, 
2022-08-01T08:01:00Z,CBL,30.38,-46,Market On Open,Filled,-1397.48, 
2022-08-01T08:01:00Z,ASTL,9.33,123,Market On Open,Filled,1147.59, 
2022-08-01T08:01:00Z,TPC,9.26,1229,Market On Open,Filled,11380.54, 
2022-09-01T04:00:00Z,TPC,6.75,-1229,Market On Open,Filled,-8295.75,Liquidated 
2022-09-01T04:00:00Z,INTL,92.14,-125,Market On Open,Filled,-11517.5,Liquidated 
2022-09-01T04:00:00Z,ASTL,9.02,-1213,Market On Open,Filled,-10941.26,Liquidated 
2022-09-01T04:00:00Z,VIRT,22.82,-478,Market On Open,Filled,-10907.96,Liquidated 
2022-09-01T04:00:00Z,JEF,31.78,-32,Market On Open,Filled,-1016.96, 
2022-09-01T04:00:00Z,TOL,43.32,236,Market On Open,Filled,10223.52, 
2022-09-01T04:00:00Z,MTH,77.32,132,Market On Open,Filled,10206.24, 
2022-09-01T04:00:00Z,TMHC,24.8,24,Market On Open,Filled,595.2, 
2022-09-01T04:00:00Z,OPEN,4.29,122,Market On Open,Filled,523.38, 
2022-09-01T04:00:00Z,KBH,28.29,26,Market On Open,Filled,735.54, 
2022-09-01T04:00:00Z,MDC,30.75,26,Market On Open,Filled,799.5, 
2022-09-01T04:00:00Z,ADS,37.98,-11,Market On Open,Filled,-417.78, 
2022-09-01T04:00:00Z,ENVA,34.59,-27,Market On Open,Filled,-933.93, 
2022-09-01T04:00:00Z,FBRT,12.66,60,Market On Open,Filled,759.6, 
2022-09-01T04:00:00Z,CRMT,79.57,128,Market On Open,Filled,10184.96, 
2022-09-01T04:00:00Z,BZH,14.04,728,Market On Open,Filled,10221.12, 
2022-10-01T04:00:00Z,BZH,9.91,-728,Market On Open,Filled,-7214.48,Liquidated 
2022-10-01T04:00:00Z,CRMT,62.05,-128,Market On Open,Filled,-7942.4,Liquidated 
2022-10-01T04:00:00Z,JEF,29.8,-26,Market On Open,Filled,-774.8, 
2022-10-01T04:00:00Z,TOL,42.48,-28,Market On Open,Filled,-1189.44, 
2022-10-01T04:00:00Z,MTH,71.74,-8,Market On Open,Filled,-573.92, 
2022-10-01T04:00:00Z,TMHC,23.82,-38,Market On Open,Filled,-905.16, 
2022-10-01T04:00:00Z,KBH,26.43,-24,Market On Open,Filled,-634.32, 
2022-10-01T04:00:00Z,OPEN,3.15,423,Market On Open,Filled,1332.45, 
2022-10-01T04:00:00Z,MDC,27.92,-14,Market On Open,Filled,-390.88, 
2022-10-01T04:00:00Z,BBU,19.84,450,Market On Open,Filled,8928, 
2022-10-01T04:00:00Z,CCS,43.37,-13,Market On Open,Filled,-563.81, 
2022-10-01T04:00:00Z,PRAA,33.39,266,Market On Open,Filled,8881.74, 
2022-10-01T04:00:00Z,TWO,3.35,564,Market On Open,Filled,1889.4, 
2022-10-01T04:00:00Z,CBL,25.5,-20,Market On Open,Filled,-510, 
2022-10-01T04:00:00Z,CLNC,6.44,132,Market On Open,Filled,850.08, 
2022-11-01T04:00:00Z,BBU,22.64,-450,Market On Open,Filled,-10188,Liquidated 
2022-11-01T04:00:00Z,JEF,34.68,-12,Market On Open,Filled,-416.16, 
2022-11-01T04:00:00Z,TOL,44.23,20,Market On Open,Filled,884.6, 
2022-11-01T04:00:00Z,PFSI,53.75,-19,Market On Open,Filled,-1021.25, 
2022-11-01T04:00:00Z,OPEN,2.69,975,Market On Open,Filled,2622.75, 
2022-11-01T04:00:00Z,CVNA,15.26,726,Market On Open,Filled,11078.76, 
2022-11-01T04:00:00Z,CCS,45.57,16,Market On Open,Filled,729.12, 
2022-11-01T04:00:00Z,PRAA,33.6,27,Market On Open,Filled,907.2, 
2022-11-01T04:00:00Z,TWO,3.6,120,Market On Open,Filled,432, 
2022-11-01T04:00:00Z,ENVA,37.97,-34,Market On Open,Filled,-1290.98, 
2022-11-01T04:00:00Z,FBRT,14.14,-107,Market On Open,Filled,-1512.98, 
2022-11-01T04:00:00Z,CLNC,7.79,-110,Market On Open,Filled,-856.9, 
2022-12-01T05:00:00Z,PRAA,34.6,-293,Market On Open,Filled,-10137.8,Liquidated 
2022-12-01T05:00:00Z,CBL,30.71,-342,Market On Open,Filled,-10502.82,Liquidated 
2022-12-01T05:00:00Z,JEF,37.95,-17,Market On Open,Filled,-645.15, 
2022-12-01T05:00:00Z,TOL,48.49,-16,Market On Open,Filled,-775.84, 
2022-12-01T05:00:00Z,HE,41.02,-16,Market On Open,Filled,-656.32, 
2022-12-01T05:00:00Z,TMHC,30.82,-40,Market On Open,Filled,-1232.8, 
2022-12-01T05:00:00Z,MTH,87.63,-7,Market On Open,Filled,-613.41, 
2022-12-01T05:00:00Z,PFSI,59.47,-14,Market On Open,Filled,-832.58, 
2022-12-01T05:00:00Z,KBH,31.97,-14,Market On Open,Filled,-447.58, 
2022-12-01T05:00:00Z,ADS,40.97,-22,Market On Open,Filled,-901.34, 
2022-12-01T05:00:00Z,TPH,18.63,-28,Market On Open,Filled,-521.64, 
2022-12-01T05:00:00Z,TWO,16.49,-68,Market On Open,Filled,-1121.32, 
2022-12-01T05:00:00Z,MHO,45.93,-21,Market On Open,Filled,-964.53, 
2022-12-01T05:00:00Z,OPEN,1.88,1713,Market On Open,Filled,3220.44, 
2022-12-01T05:00:00Z,CLNC,7.15,147,Market On Open,Filled,1051.05, 
2022-12-01T05:00:00Z,CVNA,7.67,595,Market On Open,Filled,4563.65, 
2022-12-01T05:00:00Z,ASTL,6.65,1538,Market On Open,Filled,10227.7, 
2022-12-01T05:00:00Z,VHI,22.41,457,Market On Open,Filled,10241.37, 
2023-01-03T09:01:00Z,MTH,95.53,-117,Market On Open,Filled,-11177.01,Liquidated 
2023-01-03T09:01:00Z,CVNA,4.65,-1321,Market On Open,Filled,-6142.65,Liquidated 
2023-01-03T09:01:00Z,TOL,51.41,-212,Market On Open,Filled,-10898.92,Liquidated 
2023-01-03T09:01:00Z,JEF,34.52,12,Market On Open,Filled,414.24, 
2023-01-03T09:01:00Z,HE,42.1,-18,Market On Open,Filled,-757.8, 
2023-01-03T09:01:00Z,TMHC,31.81,-19,Market On Open,Filled,-604.39, 
2023-01-03T09:01:00Z,AFRM,9.35,993,Market On Open,Filled,9284.55, 
2023-01-03T09:01:00Z,KBH,33.06,-23,Market On Open,Filled,-760.38, 
2023-01-03T09:01:00Z,MDC,32.68,-15,Market On Open,Filled,-490.2, 
2023-01-03T09:01:00Z,TPH,19.26,-36,Market On Open,Filled,-693.36, 
2023-01-03T09:01:00Z,CCS,52.21,-28,Market On Open,Filled,-1461.88, 
2023-01-03T09:01:00Z,PRAA,34.6,284,Market On Open,Filled,9826.4, 
2023-01-03T09:01:00Z,MHO,48.55,-17,Market On Open,Filled,-825.35, 
2023-01-03T09:01:00Z,ENVA,39.1,-12,Market On Open,Filled,-469.2, 
2023-01-03T09:01:00Z,FBRT,13.32,48,Market On Open,Filled,639.36, 
2023-01-03T09:01:00Z,CLNC,6.4,116,Market On Open,Filled,742.4, 
2023-01-03T09:01:00Z,OPEN,1.1,2778,Market On Open,Filled,3055.8, 
2023-01-03T09:01:00Z,GIII,14.14,701,Market On Open,Filled,9912.14, 
2023-01-03T09:01:00Z,VHI,21.49,-21,Market On Open,Filled,-451.29, 
2023-02-01T05:00:00Z,AFRM,15.97,-993,Market On Open,Filled,-15858.21,Liquidated 
2023-02-01T05:00:00Z,PRAA,40.16,-284,Market On Open,Filled,-11405.44,Liquidated 
2023-02-01T05:00:00Z,ASTL,8.32,-1538,Market On Open,Filled,-12796.16,Liquidated 
2023-02-01T05:00:00Z,JEF,38.78,14,Market On Open,Filled,542.92, 
2023-02-01T05:00:00Z,HE,42.16,55,Market On Open,Filled,2318.8, 
2023-02-01T05:00:00Z,TMHC,35.89,20,Market On Open,Filled,717.8, 
2023-02-01T05:00:00Z,PFSI,66.97,8,Market On Open,Filled,535.76, 
2023-02-01T05:00:00Z,MDC,37.53,14,Market On Open,Filled,525.42, 
2023-02-01T05:00:00Z,TPH,22.04,28,Market On Open,Filled,617.12, 
2023-02-01T05:00:00Z,ADS,36.29,45,Market On Open,Filled,1633.05, 
2023-02-01T05:00:00Z,VIRT,19.3,623,Market On Open,Filled,12023.9, 
2023-02-01T05:00:00Z,TWO,18,49,Market On Open,Filled,882, 
2023-02-01T05:00:00Z,ENVA,45.24,13,Market On Open,Filled,588.12, 
2023-02-01T05:00:00Z,OPEN,2.19,-2791,Market On Open,Filled,-6112.29, 
2023-02-01T05:00:00Z,FBRT,14.5,84,Market On Open,Filled,1218, 
2023-02-01T05:00:00Z,CVNA,10.07,1184,Market On Open,Filled,11922.88, 
2023-02-01T05:00:00Z,VHI,26.17,29,Market On Open,Filled,758.93, 
2023-02-01T05:00:00Z,PROK,10.29,1153,Market On Open,Filled,11864.37, 
2023-03-01T05:00:00Z,HE,40.24,-284,Market On Open,Filled,-11428.16,Liquidated 
2023-03-01T05:00:00Z,VIRT,18.36,-623,Market On Open,Filled,-11438.28,Liquidated 
2023-03-01T05:00:00Z,AVT,44.66,259,Market On Open,Filled,11566.94, 
2023-03-01T05:00:00Z,AFRM,13.4,851,Market On Open,Filled,11403.4, 
2023-03-01T05:00:00Z,PFSI,60.36,13,Market On Open,Filled,784.68, 
2023-03-01T05:00:00Z,KBH,35.15,27,Market On Open,Filled,949.05, 
2023-03-01T05:00:00Z,TPH,23.7,-58,Market On Open,Filled,-1374.6, 
2023-03-01T05:00:00Z,TWO,16.53,30,Market On Open,Filled,495.9, 
2023-03-01T05:00:00Z,ENVA,48.55,-26,Market On Open,Filled,-1262.3, 
2023-03-01T05:00:00Z,OPEN,1.43,2562,Market On Open,Filled,3663.66, 
2023-03-01T05:00:00Z,PROK,11.77,-161,Market On Open,Filled,-1894.97, 
2023-03-01T05:00:00Z,VHI,23.86,24,Market On Open,Filled,572.64, 
2023-04-01T04:00:00Z,PROK,11.21,-992,Market On Open,Filled,-11120.32,Liquidated 
2023-04-01T04:00:00Z,TMHC,38.11,-336,Market On Open,Filled,-12804.96,Liquidated 
2023-04-01T04:00:00Z,VHI,17.66,-489,Market On Open,Filled,-8635.74,Liquidated 
2023-04-01T04:00:00Z,JEF,31.59,46,Market On Open,Filled,1453.14, 
2023-04-01T04:00:00Z,AVT,45.12,-12,Market On Open,Filled,-541.44, 
2023-04-01T04:00:00Z,AFRM,11.2,142,Market On Open,Filled,1590.4, 
2023-04-01T04:00:00Z,KBH,39.99,-50,Market On Open,Filled,-1999.5, 
2023-04-01T04:00:00Z,MDC,38.87,-31,Market On Open,Filled,-1204.97, 
2023-04-01T04:00:00Z,TPH,25.24,-44,Market On Open,Filled,-1110.56, 
2023-04-01T04:00:00Z,CCS,63.55,-17,Market On Open,Filled,-1080.35, 
2023-04-01T04:00:00Z,MHO,62.83,-31,Market On Open,Filled,-1947.73, 
2023-04-01T04:00:00Z,ADS,30.4,76,Market On Open,Filled,2310.4, 
2023-04-01T04:00:00Z,TWO,14.03,60,Market On Open,Filled,841.8, 
2023-04-01T04:00:00Z,ENVA,44.28,14,Market On Open,Filled,619.92, 
2023-04-01T04:00:00Z,OPEN,1.73,-1696,Market On Open,Filled,-2934.08, 
2023-04-01T04:00:00Z,FBRT,11.94,109,Market On Open,Filled,1301.46, 
2023-04-01T04:00:00Z,CBL,25.66,436,Market On Open,Filled,11187.76, 
2023-04-01T04:00:00Z,CLNC,5.9,355,Market On Open,Filled,2094.5, 
2023-04-01T04:00:00Z,CRMT,78.88,141,Market On Open,Filled,11122.08, 
2023-04-01T04:00:00Z,BZH,15.79,704,Market On Open,Filled,11116.16, 
2023-05-01T08:01:00Z,KBH,43.95,-278,Market On Open,Filled,-12218.1,Liquidated 
2023-05-01T08:01:00Z,TPH,28.35,-442,Market On Open,Filled,-12530.7,Liquidated 
2023-05-01T08:01:00Z,CCS,65.78,-175,Market On Open,Filled,-11511.5,Liquidated 
2023-05-01T08:01:00Z,AVT,40.89,23,Market On Open,Filled,940.47, 
2023-05-01T08:01:00Z,PFSI,60.51,-13,Market On Open,Filled,-786.63, 
2023-05-01T08:01:00Z,MDC,40.98,-16,Market On Open,Filled,-655.68, 
2023-05-01T08:01:00Z,AFRM,9.89,136,Market On Open,Filled,1345.04, 
2023-05-01T08:01:00Z,MHO,67.05,-13,Market On Open,Filled,-871.65, 
2023-05-01T08:01:00Z,ADS,26.51,34,Market On Open,Filled,901.34, 
2023-05-01T08:01:00Z,TWO,13.38,39,Market On Open,Filled,521.82, 
2023-05-01T08:01:00Z,FBRT,12.31,-56,Market On Open,Filled,-689.36, 
2023-05-01T08:01:00Z,COMM,4.9,2259,Market On Open,Filled,11069.1, 
2023-05-01T08:01:00Z,OPEN,1.46,1714,Market On Open,Filled,2502.44, 
2023-05-01T08:01:00Z,CBL,22.97,45,Market On Open,Filled,1033.65, 
2023-05-01T08:01:00Z,CVNA,6.77,421,Market On Open,Filled,2850.17, 
2023-05-01T08:01:00Z,BZH,19.53,-182,Market On Open,Filled,-3554.46, 
2023-05-01T08:01:00Z,HOV,73.08,151,Market On Open,Filled,11035.08, 
2023-05-01T08:01:00Z,VHI,15.2,717,Market On Open,Filled,10898.4, 
2023-06-01T04:00:00Z,CBL,22.98,-481,Market On Open,Filled,-11053.38,Liquidated 
2023-06-01T04:00:00Z,AFRM,14.69,-1129,Market On Open,Filled,-16585.01,Liquidated 
2023-06-01T04:00:00Z,CVNA,13.8,-1605,Market On Open,Filled,-22149,Liquidated 
2023-06-01T04:00:00Z,CRMT,81.19,-141,Market On Open,Filled,-11447.79,Liquidated 
2023-06-01T04:00:00Z,VHI,12.5,-717,Market On Open,Filled,-8962.5,Liquidated 
2023-06-01T04:00:00Z,JEF,30.27,57,Market On Open,Filled,1725.39, 
2023-06-01T04:00:00Z,HE,36.08,343,Market On Open,Filled,12375.44, 
2023-06-01T04:00:00Z,KBH,43.24,284,Market On Open,Filled,12280.16, 
2023-06-01T04:00:00Z,PFSI,60.99,23,Market On Open,Filled,1402.77, 
2023-06-01T04:00:00Z,MDC,40.3,35,Market On Open,Filled,1410.5, 
2023-06-01T04:00:00Z,CCS,63.6,193,Market On Open,Filled,12274.8, 
2023-06-01T04:00:00Z,MHO,70.6,10,Market On Open,Filled,706, 
2023-06-01T04:00:00Z,OPEN,2.52,-3405,Market On Open,Filled,-8580.6, 
2023-06-01T04:00:00Z,ENVA,46.67,13,Market On Open,Filled,606.71, 
2023-06-01T04:00:00Z,ADS,28.47,34,Market On Open,Filled,967.98, 
2023-06-01T04:00:00Z,BBU,18.4,659,Market On Open,Filled,12125.6, 
2023-06-01T04:00:00Z,TWO,12.5,191,Market On Open,Filled,2387.5, 
2023-06-01T04:00:00Z,COMM,4.15,703,Market On Open,Filled,2917.45, 
2023-06-01T04:00:00Z,CLNC,5.92,185,Market On Open,Filled,1095.2, 
2023-06-01T04:00:00Z,GIII,16.08,65,Market On Open,Filled,1045.2, 
2023-06-01T04:00:00Z,PRAA,18.7,659,Market On Open,Filled,12323.3, 
2023-06-01T04:00:00Z,BZH,20.33,86,Market On Open,Filled,1748.38, 
2023-07-01T04:00:00Z,KBH,52,-284,Market On Open,Filled,-14768,Liquidated 
2023-07-01T04:00:00Z,AVT,50.34,-270,Market On Open,Filled,-13591.8,Liquidated 
2023-07-01T04:00:00Z,CCS,76.55,-193,Market On Open,Filled,-14774.15,Liquidated 
2023-07-01T04:00:00Z,MHO,87.07,-174,Market On Open,Filled,-15150.18,Liquidated 
2023-07-01T04:00:00Z,GIII,19.4,-766,Market On Open,Filled,-14860.4,Liquidated 
2023-07-01T04:00:00Z,MDC,46.8,-306,Market On Open,Filled,-14320.8,Liquidated 
2023-07-01T04:00:00Z,COMM,5.71,-2962,Market On Open,Filled,-16913.02,Liquidated 
2023-07-01T04:00:00Z,JEF,33.29,30,Market On Open,Filled,998.7, 
2023-07-01T04:00:00Z,HE,36.19,60,Market On Open,Filled,2171.4, 
2023-07-01T04:00:00Z,OPEN,4.06,-1038,Market On Open,Filled,-4214.28, 
2023-07-01T04:00:00Z,ADS,31.44,27,Market On Open,Filled,848.88, 
2023-07-01T04:00:00Z,TWO,13.37,61,Market On Open,Filled,815.57, 
2023-07-01T04:00:00Z,BBU,17.3,187,Market On Open,Filled,3235.1, 
2023-07-01T04:00:00Z,FBRT,14.05,148,Market On Open,Filled,2079.4, 
2023-07-01T04:00:00Z,BZH,28.32,-93,Market On Open,Filled,-2633.76, 
2023-07-01T04:00:00Z,CRMT,99.59,146,Market On Open,Filled,14540.14, 
2023-07-01T04:00:00Z,CYH,4.4,3316,Market On Open,Filled,14590.4, 
2023-07-01T04:00:00Z,MERC,8.05,1808,Market On Open,Filled,14554.4, 
2023-07-01T04:00:00Z,QRTEA,1,14739,Market On Open,Filled,14739, 
2023-07-01T04:00:00Z,OPY,40.4,363,Market On Open,Filled,14665.2, 
2023-07-01T04:00:00Z,CYD,10.5,1389,Market On Open,Filled,14584.5, 
2023-07-01T04:00:00Z,NUVB,1.78,8151,Market On Open,Filled,14508.78, 
2023-08-01T04:00:00Z,OPEN,4.99,-3630,Market On Open,Filled,-18113.7,Liquidated 
2023-08-01T04:00:00Z,HE,38.28,-403,Market On Open,Filled,-15426.84,Liquidated 
